,app-title,location,content
77,"Director of Strategic Partnerships, Growth","
      New York
    ","
Via is re-engineering public transit, from a regulated system of rigid routes and schedules to a fully dynamic, on-demand network. Via’s mobile app connects multiple passengers who are headed the same way, allowing riders to seamlessly share a dynamically-routed vehicle. First launched in New York City in September 2013, the Via platform operates in New York City, Chicago, and Washington DC, and in London and Amsterdam through ViaVan, its joint venture with Mercedes-Benz Vans. Via also licenses its revolutionary on-demand transit technology to transportation players globally.
As Strategic Partnerships Director – Growth, you will drive growth and value to our consumer business through strategic partnerships and collaborations aimed at enriching our data, value proposition and scale while acting as a thought leader within the transportation space.
Responsibilities and Duties:

Independently generate and develop high-value leads; drive projects focused on expanding the application of our game-changing technology
Create, build, and manage relationships with partner companies & private institutions
Develop an in-depth understanding of how technology is changing public transportation; help lead the development of our subscription/B2C product
Work closely with our rider growth team to increase rider engagement and rider LTV
Serve as a thought leader by writing and speaking about our transformational technology

Qualifications

Have extensive experience managing relationships and negotiating with a broad spectrum of technology stakeholders
An extraordinary communicator with demonstrated writing, editing, and speaking skills
Have a track record of introducing major technological innovations; you are committed to pushing big ideas forward and love questioning the conventional wisdom
A technophile; you’re passionate about technology that can improve transportation in significant, lasting ways
4+ years of senior-level experience at an innovative technology company, driving partnerships and collaborations, ideally at a Director level or higher

Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance. 
Via is an equal opportunity employer.
"
78,Full-Stack Developer - Rider Growth ,"
      New York
    ","
Job Overview
As a Full-Stack Developer - Rider Growth, you will collaborate with a multidisciplinary team of data scientists, engineers, and growth specialists. You will work on large and complex data sets to understand the behavior of Via’s end users and help design and prototype analytical and operational tools that will drive Via’s growth at scale.
Responsibilities and Duties

Design and develop web tools to support rider experience, engagement and retention efforts
Automate and optimize processes to support scaling growth team initiatives
Constantly generate ideas and hypotheses to initiate and carry out experiments and iterative tests
Be immersed in the consumer mobile dev community; track new trends, SDKS, and capabilities to drive innovation within the Growth team

Qualifications

Bachelor's degree in software development or a related field or equivalent work experience
Have a solid background in an object oriented programming language
Have a solid background in databases
Are familiar with cloud-based deployment (AWS or other platforms)
Data-driven, meticulous, and detail-oriented
Concise: you get stuff done, in a simple, elegant way
Good communicator who thrives in a collaborative environment
Strong Python skills
Experience with Javascript and frontend frameworks (React , Angular)
Experience with Linux environment
Experience with UI/UX design, wireframing, A/B testing, and mobile analytics platforms
Have a Bachelors Degree from a top-tier university and a record of exceptional academic achievement (minimum GPA of 3.5/4.0)

 Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
 Via is an equal opportunity employer.
"
79,Growth Analytics Associate,"
      New York
    ","
Job Overview
As Growth Analytics Associate, you will define, test, and iterate on product improvements and features that drive virality, improve conversion, and eliminate friction from key user flows in the Via mobile app.
Responsibilities and Duties

Improve the user experience through iterative testing of new app functionality and design
Work closely with our design, product, and engineering teams to mock-up new features and user flows
Utilize data to continually optimize top-of-funnel conversion within the app
Constantly generate ideas and hypotheses to initiate and carry out experiments and iterative tests
Be immersed in the consumer mobile dev community; track new trends, SDKS, and capabilities to drive innovation within the Growth team

Qualifications

Obsessed with the user experience, constantly thinking about innovative product tweaks and improvements
Data-driven, meticulous, and detail-oriented
Extraordinary communicator who thrives in a collaborative environment
Keen eye for aesthetics and clear, functional design
Previous product experience in a consumer-facing business (ideally a start-up)
Experience with UI/UX design, wireframing, A/B testing, and mobile analytics platforms strongly preferred
Have a Bachelors Degree from a top-tier university and a record of exceptional academic achievement (minimum GPA of 3.5/4.0)
2+ years of experience in data analytics / reporting / business insights
Knowledge in Tableau/Python/R

 Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
 Via is an equal opportunity employer.
"
80,Product Growth Associate ,"
      New York
    ","
Job Overview
As a Product Growth Associate, you will be of part a multi-disciplinary team of data scientists, engineers, and marketing specialists. You will work on large and complex data sets to understand the behavior of Via’s end users, rigorously develop and implement strategies for efficient user engagement and retention, and help design and prototype analytical and operational tools that will support Via’s growth at scale.
Responsibilities and Duties

Coordinate global user-centric growth experiments that have a significant impact on rider engagement, working closely with engineering, design, marketing, and data science
Adeptly interpret and utilize mass quantities of proprietary data to generate insights, leverage results to increase acquisition, conversion, and retention at every touch point
Improve the user experience by driving new offerings, service adjustments, functionalities and app design
Develop and maintain executive reports, and dashboards that track key engagement and retention metrics

Qualifications

Consumer and customer centric: put the customer first and have a true passion for understanding customers’ mindset
Obsessed with data, metrics-driven, meticulous, and detail-oriented, with a thorough understanding of key growth and engagement metrics and statistics
Always thinking strategically and creatively about ways to hook customers, generating ideas and hypotheses to carry out end-to-end experiments and iterative tests
Strong engineering background a plus - proficiency with Tableau, Python, R, SQL, JavaScript or similar languages is preferred
Independent, enterprising, self-starter who is comfortable taking on a high level of responsibility
Good communicator who thrives in a collaborative environment, able to operate at multiple levels and not afraid of new challenges
Exceptional academic record
1-2 years of prior experience in Management Consulting, Product Management, Startup companies or Growth Management is a plus

 Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
 Via is an equal opportunity employer.
"
81,Product Growth Principal ,"
      New York
    ","
Via is re-engineering public transit, from a regulated system of rigid routes and schedules to a fully dynamic, on-demand network. Via’s mobile app connects multiple passengers who are headed the same way, allowing riders to seamlessly share a dynamically-routed vehicle. First launched in New York City in September 2013, the Via platform operates in New York City, Chicago, and Washington DC, and in London and Amsterdam through ViaVan, its joint venture with Mercedes-Benz Vans. Via also licenses its revolutionary on-demand transit technology to transportation players globally.
Job Overview
As a Product Growth Principal, you will be of part a multi-disciplinary team of data scientists, engineers, and marketing specialists. You will work on large and complex data sets to understand the behavior of Via’s end users, rigorously develop and implement strategies for efficient user engagement and retention, and help design and prototype analytical and operational tools that will support Via’s growth at scale. 
Responsibilities and Duties

Own core growth KPIs (activation, conversion, engagement) in one or several of Via’s consumer markets
Design innovative engagement tactics and campaigns; oversee the creation and implementation of new features, promotions, and online and offline marketing campaigns
Lead a team of analysts, engineers, and communication specialists to execute initiatives
Collaborate with product and engineering teams to optimize usability, virality, and engagement of Via’s mobile application

Qualifications

Customer-obsessed and customer centric: put the customer first and have a true passion for understanding customers’ mindset
Obsessed with data, metrics-driven, meticulous, and detail-oriented, with a thorough understanding of key growth and engagement metrics and statistics
Always thinking strategically and creatively about ways to hook customers, generating ideas and hypotheses to carry out end-to-end experiments and iterative tests
Strong engineering background a plus - proficiency with Tableau, Python, R, SQL, JavaScript or similar languages is preferred
Independent, enterprising, self-starter who is comfortable taking on a high level of responsibility
A good communicator who thrives in a collaborative environment, able to operate at multiple levels and not afraid of new challenges
4-7 years of prior experience in Management Consulting, Product Management, Startup companies or Growth Management is a plus
MBA is a plus

 Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
 Via is an equal opportunity employer.
"
82,Associate - Rider Growth,"
      New York
    ","
Via is re-engineering public transit, from a regulated system of rigid routes and schedules to a fully dynamic, on-demand network. Via’s mobile app connects multiple passengers who are headed the same way, allowing riders to seamlessly share a dynamically-routed vehicle. First launched in New York City in September 2013, the Via platform operates in New York City, Chicago, and Washington DC, and in London and Amsterdam through ViaVan, its joint venture with Mercedes-Benz Vans. Via also licenses its revolutionary on-demand transit technology to transportation players globally.
Job Overview
As an Associate - Rider Growth, you will collaborate with a multi-disciplinary team of data scientists, engineers, and marketing specialists. You will work on large and complex data sets to understand the behavior of Via’s end users, rigorously develop and implement strategies for efficient customer acquisition and retention, and help design and prototype analytical and operational tools that will support Via’s growth at scale.
Responsibilities and Duties

Constantly generate ideas and hypotheses to initiate and carry out experiments and iterative tests
Adeptly interpret and utilize mass quantities of proprietary data to generate insights, leverage results to increase acquisition, conversion, and retention at every touch point
Contribute to creation and implementation of online and offline marketing campaigns
Collaborate with our product team to optimize virality and engagement
Improve the user experience by driving new offerings, functionalities and app design

Qualifications

Independent, enterprising, self-starter who is comfortable taking on a high level of responsibility
Data-driven, meticulous, and detail-oriented, with a thorough understanding of key growth metrics and statistics
Strong engineering background a plus - proficiency with Python, R, SQL, JavaScript or similar languages is preferred.
Good communicator who thrives in a collaborative environment
Always thinking strategically and creatively about ways to hook customer
Exceptional academic record
Prior entrepreneurial experience and/or leadership a plus

 Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
 Via is an equal opportunity employer.
"
83,Growth Marketing Manager,"
      New York
    ","
Via is re-engineering public transit, from a regulated system of rigid routes and schedules to a fully dynamic, on-demand network. Via’s mobile app connects multiple passengers who are headed the same way, allowing riders to seamlessly share a dynamically-routed vehicle. First launched in New York City in September 2013, the Via platform operates in New York City, Chicago, and Washington DC, and in London and Amsterdam through ViaVan, its joint venture with Mercedes-Benz Vans. Via also licenses its revolutionary on-demand transit technology to transportation players globally.
Job Overview
As a Growth Marketing Manager, you’ll rigorously develop and implement strategies for efficient customer acquisition while building an unforgettable brand.
Responsibilities and Duties

Use a data-driven approach to identify, execute, and optimize digital and offline marketing campaigns to efficiently acquire new customers
Own and manage day-to-day execution of campaigns across key acquisition channels, including paid social, paid search, and mobile display
Collaborate with our product and engineering teams to optimize virality and conversions
Utilize data to optimize existing campaigns, efficiently create new ads & promotions, and iterate on the creative & targeting testing cycles
Define and test analytical frameworks to evaluate performance results, create projections, and identify new growth opportunities
Manage integrations with third party platforms and serve as point of contact with outside agencies and consultants

Qualifications

1-3 years of experience in growth marketing and/or user acquisition
Experience with key digital marketing channels (paid social, paid search, programmatic, etc) and mobile and web analytics tools
Analytical and rigorous, with a thorough understanding of key customer acquisition metrics
Independent, strategic, and entrepreneurial - a self-starter who is comfortable taking on a high level of responsibility
Knowledge of SQL and Tableau is preferred
Exceptional academic record and prior work experience in a consumer-facing business

 Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
 Via is an equal opportunity employer.
"
84,Principal - Rider Growth,"
      New York
    ","
Job Overview
As a Principal - Rider Growth, you will collaborate with a multi-disciplinary team of data scientists, engineers, and marketing specialists to conceptualize, launch, evaluate, and scale growth initiatives designed to grow Via’s user base and increase engagement.You will work on large and complex data sets to understand user patterns, develop hypotheses and strategies for user engagement and retention, and collaborate with teams across Via to implement experiments.
Responsibilities and Duties

Own core growth KPIs (activation, conversion, engagement) in one or several of Via’s consumer markets
Design innovative engagement tactics and campaigns; oversee creation and implementation of new features, promotions, and online and offline marketing campaigns
Lead a team of analysts, engineers, and communication specialists to execute initiatives
Collaborate with product and engineering teams to optimize usability, virality, and engagement of Via’s mobile application

Qualifications

4-7 years of experience in growth marketing, product management, or strategy roles
Independent, enterprising, self-starter who is comfortable taking on a high level of responsibility
Data-driven, meticulous, and detail-oriented, with a thorough understanding of key growth metrics and statistics
Strong analytical skills: proficient in SQL, Tableau or equivalent; proficiency in Python or other scripting languages is preferred
Good communicator who thrives in a collaborative environment

 Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
 Via is an equal opportunity employer.
"
85,ViaVan Principal - Rider Growth - Berlin,"
      Berlin
    ","
Via, the world’s leading on-demand shared rides technology developer and provider, and Daimler (Mercedes-Benz), the world’s preeminent automotive company, have launched ViaVan, a joint venture to transform the way people move around cities. ViaVan is launching on-demand shared mobility services in Europe using Via’s revolutionary technology and leads the cooperation to design and build transformative mobility technology with both the Via and Mercedes-Benz Vans teams. In Berlin we have launched BerlKönig together with our partners from BVG,  Berlin’s public transport agency. Our service here is the largest public sector deployment of an on-demand shuttle service anywhere in the world.
As a Principal - Rider Growth you will collaborate with a multi-disciplinary team of data scientists, engineers, and marketing specialists as well as our partners from BVG to conceptualize, launch, evaluate, and scale growth initiatives designed to grow the user base and increase engagement of our BerlKönig service. You will work on large and complex data sets to understand user patterns, develop hypotheses and strategies for user engagement and retention, and collaborate with teams across Via and ViaVan to implement your strategies and conduct experiments.
Responsibilities and Duties

Own core growth KPIs (activation, conversion, engagement) for our BerlKönig service in Berlin
Design innovative engagement tactics and campaigns; oversee creation and implementation of new features, promotions, and online and offline marketing campaigns
Work with our partners from BVG to align on acquisition target and campaigns
Lead a team of analysts, engineers, and communication specialists to execute initiatives
Collaborate with product and engineering teams to optimize usability, virality, and engagement of our mobile application

Qualifications

4-7 years of experience in growth marketing, product management, or strategy roles
Independent, enterprising, self-starter who is comfortable taking on a high level of responsibility
Data-driven, meticulous, and detail-oriented, with a thorough understanding of key growth metrics and statistics
Strong analytical skills: proficiency in SQL, Tableau or equivalent highly preferred; proficiency in Python or other scripting languages beneficial
Good communicator who thrives in a collaborative environment and understands how to involve and align multiple stakeholders
Fully fluent in German and English

ViaVan offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.ViaVan is an equal opportunity employer.
"
86,Communications Associate,"
      New York
    ","
Via is re-engineering public transit, from a regulated system of rigid routes and schedules to a fully dynamic, on-demand network. Via’s mobile app connects multiple passengers who are headed the same way, allowing riders to seamlessly share a dynamically-routed vehicle. First launched in New York City in September 2013, the Via platform operates in New York City, Chicago, and Washington DC, and in London and Amsterdam through ViaVan, its joint venture with Mercedes-Benz Vans. Via also licenses its revolutionary on-demand transit technology to transportation players globally.
Job Overview
Via is looking for an outstanding Communications Associate to join our NYC team. As a Communications Associate, you’ll be instrumental in fostering a strong sense of community amongst our riders and drivers and help us to build an unforgettable brand.
Responsibilities and Duties

Be the voice of Via - you'll be responsible for drafting a variety of communications to a diverse audience of riders and drivers
Use a variety of social and digital channels to cultivate engagement within the Via community
Work with our talented team of Graphic Designers to create a variety of materials to aid in our digital marketing efforts
Be a Via evangelist by spreading knowledge of our service and brand

Qualifications

A savvy, tactful, and graceful communicator – you intuitively find the right tone in every situation
A gifted writer – people often tell you how much they enjoy your writing
A natural storyteller – you know exactly what resonates with your audience and why
A creative thinker – you put a unique spin on everything you write while staying true to brand values

 Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
 Via is an equal opportunity employer.
"
87,"Director, Driver Brand","
      New York
    ","
Via is re-engineering public transit, from a regulated system of rigid routes and schedules to a fully dynamic, on-demand network. Via’s mobile app connects multiple passengers who are headed the same way, allowing riders to seamlessly share a dynamically-routed vehicle. First launched in New York City in September 2013, the Via platform operates in New York City, Chicago, and Washington DC, and in London and Amsterdam through ViaVan, its joint venture with Mercedes-Benz Vans. Via also licenses its revolutionary on-demand transit technology to transportation players globally.
Job Overview
We believe that great communication should influence all aspects of Via’s brand, whether through our products and services, marketing, or user communications. As Director, Driver Brand, you will work closely with senior leadership and manage a creative team that is tasked with telling Via’s story to driver audiences across Via’s cities of operations.
Responsibilities and Duties

Explore and drive forward our identity; become fully immersed in the Via brand and mission and help us tell our story globally
Oversee the development of creative materials for a wide variety of digital and physical media, including: advertising, printed materials, assets for press and partners, websites, internal and external videos, social media, exhibitions and events, office branding, and presentations
Manage a team of talented designers, project managers, and copywriters to drive forward projects to support driver acquisition and retention strategy
Develop localized content as Via expands to new markets
Work closely with senior leadership to develop cross-functional strategic marketing plans that drive awareness to Via’s consumer business operations

Qualifications

Bachelor’s degree with a high level of academic achievement; MBAs and other advanced degree holders preferred
10+ years’ experience leading the strategy and execution of consumer facing marketing campaigns
An experienced leader who can help foster creative talent and manage production and deadlines
Show an eye for detail, aesthetic and witty copy that aligns with Via’s brand
A holistic story-teller; you think about how to tell a story across multiple channels and are experienced in conceptualizing and executing campaigns for a variety of mediums
You love strategy as much as design and are excited about crafting campaigns that don’t sacrifice function for form
Meticulous and vigilant, with a high level of attention to detail
Comfortable in a fast-paced work environment; able to multi-task, iterate quickly, and adapt to a rapidly evolving brand

 Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
 Via is an equal opportunity employer.
"
88,"Director, Platform Brand","
      New York
    ","
Via is re-engineering public transit, from a regulated system of rigid routes and schedules to a fully dynamic, on-demand network. Via’s mobile app connects multiple passengers who are headed the same way, allowing riders to seamlessly share a dynamically-routed vehicle. First launched in New York City in September 2013, the Via platform operates in New York City, Chicago, and Washington DC, and in London and Amsterdam through ViaVan, its joint venture with Mercedes-Benz Vans. Via also licenses its revolutionary on-demand transit technology to transportation players globally.
Job Overview
We believe that great communication should influence all aspects of Via’s brand, whether through our products and services, marketing, or user communications. As Director, Platform Brand, you will work closely with senior leadership and manage a creative team that is tasked with telling Via’s story to potential partners for our platform business including public transit authorities and private sector transportation providers.
Responsibilities and Duties

Explore and drive forward our identity; become fully immersed in the Via brand and mission and help us tell our story globally
Oversee the development of creative materials for a wide variety of digital and physical media, including: advertising, printed materials, assets for press and partners, websites, internal and external videos, social media, exhibitions and events, office branding, and presentations
Work closely a team of talented designers, project managers, and copywriters to drive forward projects to support driver acquisition and retention strategy
Develop localized content as Via expands to new markets
Work closely with senior leadership to develop cross-functional strategic marketing plans that drive awareness to Via’s platform business operations

Qualifications

Bachelor’s degree with a high level of academic achievement; MBAs and other advanced degree holders preferred
10+ years’ experience leading the strategy and execution of consumer facing marketing campaigns
An experienced leader who can help foster creative talent and manage production and deadlines
Show an eye for detail, aesthetic and witty copy that aligns with Via’s brand
A holistic story-teller; you think about how to tell a story across multiple channels and are experienced in conceptualizing and executing campaigns for a variety of mediums
You love strategy as much as design and are excited about crafting campaigns that don’t sacrifice function for form
Meticulous and vigilant, with a high level of attention to detail
Comfortable in a fast-paced work environment; able to multi-task, iterate quickly, and adapt to a rapidly evolving brand

 Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
 Via is an equal opportunity employer.
"
89,Motion Designer/Animator,"
      New York
    ","
Via is re-engineering public transit, from a regulated system of rigid routes and schedules to a fully dynamic, on-demand network. Via’s mobile app connects multiple passengers who are headed the same way, allowing riders to seamlessly share a dynamically-routed vehicle. First launched in New York City in September 2013, the Via platform operates in New York City, Chicago, and Washington DC, and in London and Amsterdam through ViaVan, its joint venture with Mercedes-Benz Vans. Via also licenses its revolutionary on-demand transit technology to transportation players globally.
Job Overview
Via is hiring an outstanding Motion Designer to help lead the animated strategy for our video content team. You'll work closely with our Brand team to utilize motion graphics to elevate our storytelling. You'll conceptualize visuals, style frames, and branding, and help push Via’s visual style forward while keeping it consistent across platforms. 
Responsibilities and Duties

Explore and drive forward Via’s video identity; become fully immersed in the Via brand and mission, and help us tell our story globally
Lead the motion strategy for original animated content 
Work with our Brand and Growth teams to create compelling and original social-first content
Contribute to and support longer video narratives with motion design
Organize and prioritize projects to ensure all deadlines are met with precision

Qualifications

3+ years of experience as a motion designer
Advanced proficiency in After Effects
Fluent in other Adobe CC Programs (Premiere, Illustrator, Photoshop)
Strong knowledge of Cinema 4D a plus
Show an eye for detail, understanding of typography, and aesthetic that aligns with Via's brand
A holistic story-teller; you think about how to tell a story across multiple channels and are experienced in conceptualizing and executing campaigns for a variety of mediums
You love strategy as much as design and are excited about crafting campaigns that don’t sacrifice function for form
Meticulous and vigilant, with a high level of attention to detail
Comfortable in a fast-paced work environment; able to multi-task, iterate quickly, and adapt to a rapidly evolving brand

 Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
 Via is an equal opportunity employer.
"
90,ViaVan Communications Associate - Berlin,"
      Berlin
    ","
Via, the world’s leading on-demand shared rides technology developer and provider, and Daimler (Mercedes-Benz), the world’s preeminent automotive company, have launched ViaVan, a joint venture to transform the way people move around cities. ViaVan is launching on-demand shared mobility services in Europe using Via’s revolutionary technology and leads the cooperation to design and build transformative mobility technology with both the Via and Mercedes-Benz Vans teams. In Berlin we have launched BerlKönig together with our partners from BVG,  Berlin’s public transport agency. Our service here is the largest public sector deployment of an on-demand shuttle service anywhere in the world.
As a Communications Associate in our Berlin team, you’ll be instrumental in fostering a strong sense of community amongst our riders and drivers and help us to build a unique, engaging brand. For this you will work directly with our senior team in Berlin as well as our regional and international communication teams.
Responsibilities and Duties

Be the voice of ViaVan - you'll be responsible for drafting a variety of communications to a diverse audience of riders and drivers
Use a variety of social and digital channels to cultivate engagement within the ViaVan community
Work with our talented team of Graphic Designers to create a variety of materials to aid in our digital marketing efforts
Support on communicating to our other stakeholders as well as the press
Plan and execute events to appreciate our drivers
Be a ViaVan evangelist by spreading knowledge of our service and brand

Qualifications

A savvy, tactful, and graceful communicator – you intuitively find the right tone in every situation 
A gifted writer – people often tell you how much they enjoy your writing
A natural storyteller – you know exactly what resonates with your audience and why
A creative thinker – you put a unique spin on everything you write while staying true to brand values
Fully fluent in German and English

 ViaVan offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
 ViaVan is an equal opportunity employer.
"
91,ViaVan Communications Associate - German Language,"
      London
    ","
Via, the world’s leading on-demand shared rides technology developer and provider, and Daimler (Mercedes-Benz), the world’s preeminent automotive company, have launched ViaVan, a joint venture to transform the way people move around cities. ViaVan will launch on-demand shared mobility services in Europe using Via’s revolutionary technology and lead the cooperation to design and build transformative mobility technology with both the Via and Mercedes-Benz Vans teams.
Job Overview
ViaVan is looking for an outstanding Communications Associate - German Language to join our team. As a Communications Associate, you’ll be instrumental in fostering a strong sense of community amongst our riders and drivers and help us to build an unforgettable brand. This position is based in London.
Responsibilities and Duties

Be the voice of ViaVan - you'll be responsible for drafting a variety of communications to a diverse audience of riders and drivers
Use a variety of social and digital channels to cultivate engagement within the ViaVan community
Work with our talented team of Graphic Designers to create a variety of materials to aid in our digital marketing efforts
Be a ViaVan evangelist by spreading knowledge of our service and brand
Work to scale our communications and marketing strategies as we expand throughout Europe

Qualifications

A savvy, tactful, and graceful communicator – you intuitively find the right tone in every situation
A gifted writer – people often tell you how much they enjoy your writing
A natural storyteller – you know exactly what resonates with your audience and why
A creative thinker – you put a unique spin on everything you write while staying true to brand values
Fluent in multiple languages, including German and English

 Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
 Via is an equal opportunity employer.
"
92,Video Editor,"
      New York
    ","
Via is re-engineering public transit, from a regulated system of rigid routes and schedules to a fully dynamic, on-demand network. Via’s mobile app connects multiple passengers who are headed the same way, allowing riders to seamlessly share a dynamically-routed vehicle. First launched in New York City in September 2013, the Via platform operates in New York City, Chicago, and Washington DC, and in London and Amsterdam through ViaVan, its joint venture with Mercedes-Benz Vans. Via also licenses its revolutionary on-demand transit technology to transportation players globally.
Job Overview
Via is hiring an outstanding Video Editor to join our video content team and help shape Via’s brand identity in the video space. You will own the post-production process and assemble recorded raw material into a polished, compelling story that delivers against strategy and business objectives. You will be responsible for creating video narratives for every medium and TRT, including social-first content, digital advertising, company profiles, and more. 
Responsibilities and Duties

Explore and drive forward Via’s video identity; become fully immersed in the Via brand and mission, and help us tell our story globally
Work with our Brand and Growth teams to create compelling and original social-first content
Own post-production of originally created content end-to-end, from the moment the shoot is over to the final product
Contribute ideas and support the conceptual development of original content

Qualifications

Strong storyteller
3+ years of experience as an editor
Fluent in Adobe CC Programs (Premiere, After Effects, Illustrator, Photoshop)
Dynamic, self-motivated, and detail-oriented
Reliable, focused, and able to manage multiple projects at once
Strong time management, ability to work quickly, and prioritization skills
Passion for and deep understanding of successful social-first video content: ability to recognize and quickly execute videos that drive engagement with and build our audience
Knowledge of contemporary prosumer and professional camera, file formats, codecs, and their proper handling in post-production workflow
Color correction and sound mixing experience

 Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
 Via is an equal opportunity employer.
"
93,Web Designer & Developer,"
      New York
    ","
Via is re-engineering public transit, from a regulated system of rigid routes and schedules to a fully dynamic, on-demand network. Via’s mobile app connects multiple passengers who are headed the same way, allowing riders to seamlessly share a dynamically-routed vehicle. First launched in New York City in September 2013, the Via platform operates in New York City, Chicago, and Washington DC, and in London and Amsterdam through ViaVan, its joint venture with Mercedes-Benz Vans. Via also licenses its revolutionary on-demand transit technology to transportation players globally.
Job Overview
Via is hiring an outstanding Web Designer & Developer to join our NYC team. We believe that great design should influence all aspects of Via, whether through our products and services, advertising, internal tools, or external communications. As a Web Designer & Developer, you will work closely with our Communications team to design and build exciting, beautiful online user experiences for Via's websites, newsletters, email campaigns, and more.
Responsibilities and Duties

Explore and drive forward our visual identity; become fully immersed in the Via brand and mission and help us tell our story globally
Create engaging designs for Via’s websites and digital communication, and implement the designs using your coding skills
Work collaboratively across teams to execute a cohesive vision that achieves target goals and objectives
Successfully present your designs to a cross-functional team to elicit and incorporate constructive feedback
Contribute to the corporate Design/UX standards and framework
Keep up with industry standards to create exemplary project deliverables

Qualifications

Must have both graphic design and coding experience
Meticulous and vigilant, with a high level of attention to detail
Comfortable in a fast-paced work environment; able to multi-task and adapt to a rapidly evolving brand
Intimate working knowledge of Photoshop, Illustrator, web color theory, typography, browser capability standards, and brand identity
Foundational knowledge of HTML5, CSS3, and JavaScript
Experienced in designing and developing desktop and mobile websites, email templates, and working with a CMS; Experience with WordPress or similar platforms a plus
Comfortable owning projects from the conceptual stage through to production
Have a portfolio that shows an eye for detail, understanding of typography, and aesthetic that aligns with Via's brand
Bachelor’s degree with a high level of academic achievement

 Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
 Via is an equal opportunity employer.
"
94,City Economics Associate,"
      New York
    ","
Via is re-engineering public transit, from a regulated system of rigid routes and schedules to a fully dynamic, on-demand network. Via’s mobile app connects multiple passengers who are headed the same way, allowing riders to seamlessly share a dynamically-routed vehicle. First launched in New York City in September 2013, the Via platform operates in New York City, Chicago, and Washington DC, and in London and Amsterdam through ViaVan, its joint venture with Mercedes-Benz Vans. Via also licenses its revolutionary on-demand transit technology to transportation players globally.
As a City Economics Associate, you will play an integral role in formulating Via’s global marketplace strategy as we push on achieving profitability and growth objectives. You will build financial analyses and operational processes that inform key strategic decisions and address challenges we face as a dynamic fast‐growing company. You will collaborate with a top-notch, global multidisciplinary team to brainstorm, implement, and analyze solutions to optimize our service and ensure that it runs flawlessly.
Responsibilities and Duties

Assess the economic impact of current operational decision-making and initiatives 
Build, maintain, and improve financial models, data tools, and reporting processes used to evaluate critical data and make data-driven decisions
Generate and implement creative ideas for Via’s driver platform to optimize profitability and performance 
Manage real-time operations with proprietary technology tools to ensure smooth execution
Work cross-functionally with strategic finance, data science, product, engineering, driver growth, and rider experience teams globally as well as Via’s senior management
Roll up your sleeves and get stuff done - no one will be counted on to execute faster or better

Qualifications

Strong analytical and communication skills; you’re able to both crunch numbers and discuss your analysis
Efficient, organized and independent; a self-starter who is comfortable taking on significant responsibility and learning on the job
Exceptional Excel and data synthesis skills with a knack for robust simplicity (Tableau and SQL experience a plus, but not required)
Problem solver; you don’t accept the status quo and are always looking for creative solutions
Hands-on mentality with a focus on execution; you have a structured way of thinking and your attention to detail is excellent
Team player; no task is ever too small and you always bring a great attitude
Several years of experience in investment banking, private equity, or management consulting at a top-tier firm or in operations at a high‐growth company
Bachelor’s Degree from a top-tier university and a record of exceptional academic achievement

Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance. 
Via is an equal opportunity employer.
"
